"event_id","primary_act_id","secondary_act_id","purch_party_lkup_id","event_name","primary_act_name","secondary_act_name","major_cat_name","minor_cat_name","la_event_type_cat","event_disp_name","ticket_text","tickets_purchased_qty","trans_face_val_amt","delivery_type_cd","event_date_time","event_dt","presale_dt","onsale_dt","sales_ord_create_dttm","sales_ord_tran_dt","print_dt","timezn_nm","venue_city","venue_state","venue_postal_cd_sgmt_1","sales_platform_cd","print_flg","la_valid_tkt_event_flg","fin_mkt_nm","web_session_cookie_val","gndr_cd","age_yr","income_amt","edu_val","edu_1st_indv_val","edu_2nd_indv_val","adults_in_hh_num","married_ind","child_present_ind","home_owner_ind","occpn_val","occpn_1st_val","occpn_2nd_val","dist_to_ven","f5841018c417d0a81ed3","34ad0e9254b8f7d1cbe0","b85143bf51323b72e53c","58c83b9a99644cc89a8b","Tabernacle Parking: Keane","Tabernacle Parking","NULL","MISC","PARKING","PARKING","Tabernacle Parking: Keane"," CANCELLED - REFUNDS POP        KEANE PARKING            CENTRAL PARKING           REDEEM UPON EXIT       ENTER AT LUCKIE & CONE   POSTPONED: NEW DATE TBA  ",1,9,"TicketFast","2038-01-01 20:00:00","2038-01-01","2006-07-27","2006-07-28","2006-08-06 00:00:00","2006-08-06","2006-08-06","EST","ATLANTA","GEORGIA","30303","NULL","T ","N ","Atlanta","58c83b9a99644cc89a8b","","","","","","","","","","","","","",NA,
"f5841018c417d0a81ed3","34ad0e9254b8f7d1cbe0","b85143bf51323b72e53c","7cc589639e933a1c948d","Tabernacle Parking: Keane","Tabernacle Parking","NULL","MISC","PARKING","PARKING","Tabernacle Parking: Keane"," CANCELLED - REFUNDS POP        KEANE PARKING            CENTRAL PARKING           REDEEM UPON EXIT       ENTER AT LUCKIE & CONE   POSTPONED: NEW DATE TBA  ",1,9,"Mail","2038-01-01 20:00:00","2038-01-01","2006-07-27","2006-07-28","2006-07-28 00:00:00","2006-07-28","2006-08-02","EST","ATLANTA","GEORGIA","30303","NULL","T ","N ","Atlanta","7cc589639e933a1c948d","","","","","","","","","","","","","",NA,
"f5841018c417d0a81ed3","34ad0e9254b8f7d1cbe0","b85143bf51323b72e53c","75e5b363e0df2986c72c","Tabernacle Parking: Keane","Tabernacle Parking","NULL","MISC","PARKING","PARKING","Tabernacle Parking: Keane"," CANCELLED - REFUNDS POP        KEANE PARKING            CENTRAL PARKING           REDEEM UPON EXIT       ENTER AT LUCKIE & CONE   POSTPONED: NEW DATE TBA  ",1,9,"Mail","2038-01-01 20:00:00","2038-01-01","2006-07-27","2006-07-28","2006-07-28 00:00:00","2006-07-28","2006-08-02","EST","ATLANTA","GEORGIA","30303","NULL","T ","N ","Atlanta","75e5b363e0df2986c72c","","","","","","","","","","","","","",NA,
"f5841018c417d0a81ed3","34ad0e9254b8f7d1cbe0","b85143bf51323b72e53c","0554fe2c911b5d00d5c7","Tabernacle Parking: Keane","Tabernacle Parking","NULL","MISC","PARKING","PARKING","Tabernacle Parking: Keane"," CANCELLED - REFUNDS POP        KEANE PARKING            CENTRAL PARKING           REDEEM UPON EXIT       ENTER AT LUCKIE & CONE   POSTPONED: NEW DATE TBA  ",1,9,"TicketFast","2038-01-01 20:00:00","2038-01-01","2006-07-27","2006-07-28","2006-07-28 00:00:00","2006-07-28","2006-07-28","EST","ATLANTA","GEORGIA","30303","NULL","T ","N ","Atlanta","0554fe2c911b5d00d5c7","","","","","","","","","","","","","",NA,
"f5841018c417d0a81ed3","34ad0e9254b8f7d1cbe0","b85143bf51323b72e53c","c8cd285f153dcdb771d5","Tabernacle Parking: Keane","Tabernacle Parking","NULL","MISC","PARKING","PARKING","Tabernacle Parking: Keane"," CANCELLED - REFUNDS POP        KEANE PARKING            CENTRAL PARKING           REDEEM UPON EXIT       ENTER AT LUCKIE & CONE   POSTPONED: NEW DATE TBA  ",1,9,"TicketFast","2038-01-01 20:00:00","2038-01-01","2006-07-27","2006-07-28","2006-08-08 00:00:00","2006-08-08","2006-08-08","EST","ATLANTA","GEORGIA","30303","NULL","T ","N ","Atlanta","c8cd285f153dcdb771d5","","","","","","","","","","","","","",NA,
"f5841018c417d0a81ed3","34ad0e9254b8f7d1cbe0","b85143bf51323b72e53c","c48a57f028834beecbb4","Tabernacle Parking: Keane","Tabernacle Parking","NULL","MISC","PARKING","PARKING","Tabernacle Parking: Keane"," CANCELLED - REFUNDS POP        KEANE PARKING            CENTRAL PARKING           REDEEM UPON EXIT       ENTER AT LUCKIE & CONE   POSTPONED: NEW DATE TBA  ",1,9,"TicketFast","2038-01-01 20:00:00","2038-01-01","2006-07-27","2006-07-28","2006-07-28 00:00:00","2006-07-28","2006-07-28","EST","ATLANTA","GEORGIA","30303","NULL","T ","N ","Atlanta","c48a57f028834beecbb4","","","","","","","","","","","","","",NA,
"f5841018c417d0a81ed3","34ad0e9254b8f7d1cbe0","b85143bf51323b72e53c","697462d9f712f87c4651","Tabernacle Parking: Keane","Tabernacle Parking","NULL","MISC","PARKING","PARKING","Tabernacle Parking: Keane"," CANCELLED - REFUNDS POP        KEANE PARKING            CENTRAL PARKING           REDEEM UPON EXIT       ENTER AT LUCKIE & CONE   POSTPONED: NEW DATE TBA  ",1,9,"Mail","2038-01-01 20:00:00","2038-01-01","2006-07-27","2006-07-28","2006-07-28 00:00:00","2006-07-28","2006-08-02","EST","ATLANTA","GEORGIA","30303","NULL","T ","N ","Atlanta","697462d9f712f87c4651","","","","","","","","","","","","","",NA,
"f5841018c417d0a81ed3","34ad0e9254b8f7d1cbe0","b85143bf51323b72e53c","d24facddac7119fa9e8f","Tabernacle Parking: Keane","Tabernacle Parking","NULL","MISC","PARKING","PARKING","Tabernacle Parking: Keane"," CANCELLED - REFUNDS POP        KEANE PARKING            CENTRAL PARKING           REDEEM UPON EXIT       ENTER AT LUCKIE & CONE   POSTPONED: NEW DATE TBA  ",1,9,"TicketFast","2038-01-01 20:00:00","2038-01-01","2006-07-27","2006-07-28","2006-08-15 00:00:00","2006-08-15","2006-08-23","EST","ATLANTA","GEORGIA","30303","NULL","T ","N ","Atlanta","d24facddac7119fa9e8f","","","","","","","","","","","","","",NA,
"f5841018c417d0a81ed3","34ad0e9254b8f7d1cbe0","b85143bf51323b72e53c","06b016ebdf58dc036de7","Tabernacle Parking: Keane","Tabernacle Parking","NULL","MISC","PARKING","PARKING","Tabernacle Parking: Keane"," CANCELLED - REFUNDS POP        KEANE PARKING            CENTRAL PARKING           REDEEM UPON EXIT       ENTER AT LUCKIE & CONE   POSTPONED: NEW DATE TBA  ",1,9,"Mail","2038-01-01 20:00:00","2038-01-01","2006-07-27","2006-07-28","2006-07-28 00:00:00","2006-07-28","2006-08-02","EST","ATLANTA","GEORGIA","30303","NULL","T ","N ","Atlanta","06b016ebdf58dc036de7","","","","","","","","","","","","","",NA,
"f5841018c417d0a81ed3","34ad0e9254b8f7d1cbe0","b85143bf51323b72e53c","9dbb3b21de14285f63b8","Tabernacle Parking: Keane","Tabernacle Parking","NULL","MISC","PARKING","PARKING","Tabernacle Parking: Keane"," CANCELLED - REFUNDS POP        KEANE PARKING            CENTRAL PARKING           REDEEM UPON EXIT       ENTER AT LUCKIE & CONE   POSTPONED: NEW DATE TBA  ",1,9,"TicketFast","2038-01-01 20:00:00","2038-01-01","2006-07-27","2006-07-28","2006-07-31 00:00:00","2006-07-31","2006-07-31","EST","ATLANTA","GEORGIA","30303","NULL","T ","N ","Atlanta","9dbb3b21de14285f63b8","","","","","","","","","","","","","",NA,
"f5841018c417d0a81ed3","34ad0e9254b8f7d1cbe0","b85143bf51323b72e53c","b1183b1f99aa743eff63","Tabernacle Parking: Keane","Tabernacle Parking","NULL","MISC","PARKING","PARKING","Tabernacle Parking: Keane"," CANCELLED - REFUNDS POP        KEANE PARKING            CENTRAL PARKING           REDEEM UPON EXIT       ENTER AT LUCKIE & CONE   POSTPONED: NEW DATE TBA  ",1,9,"TicketFast","2038-01-01 20:00:00","2038-01-01","2006-07-27","2006-07-28","2006-08-09 00:00:00","2006-08-09","2006-08-09","EST","ATLANTA","GEORGIA","30303","NULL","T ","N ","Atlanta","b1183b1f99aa743eff63","","","","","","","","","","","","","",NA,
